dep;clage_vacsi;jour;n_tot_dose1;n_tot_complet;n_tot_rappel;n_tot_2_rappel;n_tot_rappel_biv;n_tot_3_rappel;pop;couv_tot_dose1;couv_tot_complet;couv_tot_rappel;couv_tot_2_rappel;couv_tot_rappel_biv;couv_tot_3_rappel
01;04;2023-07-10;13;6;1;0;0;0;38379.0;0.0;0.0;0.0;0.0;0.0;0.0
01;11;2023-07-10;1815;1551;120;4;17;0;18573.0;9.8;8.4;0.6;0.0;0.1;0.0
01;17;2023-07-10;44268;43391;9553;221;469;4;53871.0;82.2;80.5;17.7;0.4;0.9;0.0
01;24;2023-07-10;45376;44908;31694;800;596;7;48633.0;93.3;92.3;65.2;1.6;1.2;0.0
01;29;2023-07-10;28165;27835;18897;608;438;13;32359.0;87.0;86.0;58.4;1.9;1.4;0.0
01;39;2023-07-10;70079;69469;48600;1988;1576;61;84012.0;83.4;82.7;57.8;2.4;1.9;0.1
01;49;2023-07-10;76748;76252;60005;3676;2822;154;90129.0;85.2;84.6;66.6;4.1;3.1;0.2
01;59;2023-07-10;79211;78841;68466;10137;7003;858;91056.0;87.0;86.6;75.2;11.1;7.7;0.9
01;09;2023-07-10;1304;1048;25;0;2;0;43599.0;3.0;2.4;0.1;0.0;0.0;0.0
01;64;2023-07-10;34516;34381;31372;12343;6452;2069;39353.0;87.7;87.4;79.7;31.4;16.4;5.3
01;69;2023-07-10;31661;31518;29352;14273;8009;2802;35207.0;89.9;89.5;83.4;40.5;22.7;8.0
01;74;2023-07-10;30073;29937;28233;15734;8947;3554;33069.0;90.9;90.5;85.4;47.6;27.1;10.7
01;79;2023-07-10;19653;19529;18370;11123;6496;3081;23044.0;85.3;84.7;79.7;48.3;28.2;13.4
01;80;2023-07-10;30167;29751;26850;16660;9625;5421;34107.0;88.4;87.2;78.7;48.8;28.2;15.9
02;04;2023-07-10;8;3;1;0;0;0;26632.0;0.0;0.0;0.0;0.0;0.0;0.0
02;11;2023-07-10;1617;1313;44;3;10;0;14306.0;11.3;9.2;0.3;0.0;0.1;0.0
02;17;2023-07-10;37591;36747;9451;150;354;4;42243.0;89.0;87.0;22.4;0.4;0.8;0.0
02;24;2023-07-10;40284;39740;29815;681;543;8;40781.0;98.8;97.4;73.1;1.7;1.3;0.0
02;29;2023-07-10;23610;23262;16943;454;331;12;25334.0;93.2;91.8;66.9;1.8;1.3;0.0
02;39;2023-07-10;54940;54363;40947;1375;1054;52;60030.0;91.5;90.6;68.2;2.3;1.8;0.1
02;49;2023-07-10;59115;58740;48745;2922;2244;174;63745.0;92.7;92.1;76.5;4.6;3.5;0.3
02;59;2023-07-10;65467;65158;58007;9316;5947;986;69183.0;94.6;94.2;83.8;13.5;8.6;1.4
02;09;2023-07-10;1260;1016;8;0;0;0;32167.0;3.9;3.2;0.0;0.0;0.0;0.0
02;64;2023-07-10;32076;31940;29556;12021;5890;2384;34855.0;92.0;91.6;84.8;34.5;16.9;6.8
02;69;2023-07-10;31022;30890;28981;14160;7382;3211;33076.0;93.8;93.4;87.6;42.8;22.3;9.7
02;74;2023-07-10;29252;29105;27419;15072;8066;3729;31444.0;93.0;92.6;87.2;47.9;25.7;11.9
02;79;2023-07-10;16066;15966;14950;8794;4883;2574;19352.0;83.0;82.5;77.3;45.4;25.2;13.3
02;80;2023-07-10;27570;27115;24271;14387;7950;4553;31255.0;88.2;86.8;77.7;46.0;25.4;14.6
03;04;2023-07-10;3;1;0;0;0;0;13724.0;0.0;0.0;0.0;0.0;0.0;0.0
03;11;2023-07-10;925;765;39;0;5;0;7074.0;13.1;10.8;0.6;0.0;0.1;0.0
03;17;2023-07-10;19786;19397;5129;79;157;4;21984.0;90.0;88.2;23.3;0.4;0.7;0.0
03;24;2023-07-10;22129;21850;16476;362;317;5;23607.0;93.7;92.6;69.8;1.5;1.3;0.0
03;29;2023-07-10;13045;12898;9497;284;239;4;13754.0;94.8;93.8;69.0;2.1;1.7;0.0
03;39;2023-07-10;28898;28617;21704;777;605;33;31811.0;90.8;90.0;68.2;2.4;1.9;0.1
03;49;2023-07-10;35461;35243;29505;1867;1481;109;38023.0;93.3;92.7;77.6;4.9;3.9;0.3
03;59;2023-07-10;42646;42463;37999;5720;3836;504;45575.0;93.6;93.2;83.4;12.6;8.4;1.1
03;09;2023-07-10;694;548;2;0;0;0;16320.0;4.3;3.4;0.0;0.0;0.0;0.0
03;64;2023-07-10;22410;22335;20734;7722;4030;1264;23632.0;94.8;94.5;87.7;32.7;17.1;5.3
03;69;2023-07-10;22877;22779;21486;9910;5423;1850;24153.0;94.7;94.3;89.0;41.0;22.5;7.7
03;74;2023-07-10;23179;23060;21862;11565;6313;2424;24483.0;94.7;94.2;89.3;47.2;25.8;9.9
03;79;2023-07-10;15020;14934;14112;8191;4537;2082;17398.0;86.3;85.8;81.1;47.1;26.1;12.0
03;80;2023-07-10;26969;26581;24124;14363;7719;4168;30219.0;89.2;88.0;79.8;47.5;25.5;13.8
04;04;2023-07-10;2;0;0;0;0;0;7053.0;0.0;0.0;0.0;0.0;0.0;0.0
04;11;2023-07-10;196;154;13;0;0;0;3706.0;5.3;4.2;0.4;0.0;0.0;0.0
04;17;2023-07-10;7241;7022;1559;39;76;0;11182.0;64.8;62.8;13.9;0.3;0.7;0.0
04;24;2023-07-10;9388;9167;5780;112;105;2;10333.0;90.9;88.7;55.9;1.1;1.0;0.0
04;29;2023-07-10;5613;5506;3417;94;76;0;6663.0;84.2;82.6;51.3;1.4;1.1;0.0
04;39;2023-07-10;13195;12944;8339;331;270;18;16898.0;78.1;76.6;49.3;2.0;1.6;0.1
04;49;2023-07-10;15453;15268;11264;672;527;30;19131.0;80.8;79.8;58.9;3.5;2.8;0.2
04;59;2023-07-10;20083;19904;16455;2185;1415;215;23825.0;84.3;83.5;69.1;9.2;5.9;0.9
04;09;2023-07-10;131;102;3;0;2;0;8509.0;1.5;1.2;0.0;0.0;0.0;0.0
04;64;2023-07-10;10524;10455;9285;2999;1671;493;12372.0;85.1;84.5;75.0;24.2;13.5;4.0
04;69;2023-07-10;10255;10198;9309;3969;2267;782;11979.0;85.6;85.1;77.7;33.1;18.9;6.5
04;74;2023-07-10;10150;10087;9381;4593;2589;1058;11681.0;86.9;86.4;80.3;39.3;22.2;9.1
04;79;2023-07-10;7202;7155;6671;3506;1914;905;8609.0;83.7;83.1;77.5;40.7;22.2;10.5
04;80;2023-07-10;11163;10987;9736;5262;2897;1556;13641.0;81.8;80.5;71.4;38.6;21.2;11.4
05;04;2023-07-10;6;3;2;0;0;0;6071.0;0.1;0.0;0.0;0.0;0.0;0.0
05;11;2023-07-10;215;182;13;1;2;0;3148.0;6.8;5.8;0.4;0.0;0.1;0.0
05;17;2023-07-10;7439;7251;1339;32;71;1;9826.0;75.7;73.8;13.6;0.3;0.7;0.0
05;24;2023-07-10;8883;8724;5763;109;112;3;8560.0;99.0;99.0;67.3;1.3;1.3;0.0
05;29;2023-07-10;5530;5416;3377;93;83;2;5968.0;92.7;90.8;56.6;1.6;1.4;0.0
05;39;2023-07-10;13309;13049;8394;286;254;7;15195.0;87.6;85.9;55.2;1.9;1.7;0.0
05;49;2023-07-10;15014;14843;11087;589;454;24;17042.0;88.1;87.1;65.1;3.5;2.7;0.1
05;59;2023-07-10;17812;17660;14784;1845;1259;147;20115.0;88.6;87.8;73.5;9.2;6.3;0.7
05;09;2023-07-10;146;117;0;0;0;0;7360.0;2.0;1.6;0.0;0.0;0.0;0.0
05;64;2023-07-10;9233;9176;8180;2731;1547;441;10672.0;86.5;86.0;76.6;25.6;14.5;4.1
05;69;2023-07-10;9114;9064;8350;3610;2028;708;10326.0;88.3;87.8;80.9;35.0;19.6;6.9
05;74;2023-07-10;8779;8738;8181;4084;2329;913;9482.0;92.6;92.2;86.3;43.1;24.6;9.6
05;79;2023-07-10;5789;5751;5433;2922;1630;714;6767.0;85.5;85.0;80.3;43.2;24.1;10.6
05;80;2023-07-10;9373;9236;8296;4681;2529;1389;10527.0;89.0;87.7;78.8;44.5;24.0;13.2
06;04;2023-07-10;40;21;3;0;0;0;53565.0;0.1;0.0;0.0;0.0;0.0;0.0
06;11;2023-07-10;1389;1175;127;2;16;0;24476.0;5.7;4.8;0.5;0.0;0.1;0.0
06;17;2023-07-10;49623;48018;9845;285;512;7;74718.0;66.4;64.3;13.2;0.4;0.7;0.0
06;24;2023-07-10;72433;70932;46978;1397;1025;27;79043.0;91.6;89.7;59.4;1.8;1.3;0.0
06;29;2023-07-10;50729;49795;32511;1306;897;30;54335.0;93.4;91.6;59.8;2.4;1.7;0.1
06;39;2023-07-10;112844;111061;74793;3449;2356;116;127493.0;88.5;87.1;58.7;2.7;1.8;0.1
06;49;2023-07-10;123594;122188;92153;5907;4283;312;138170.0;89.5;88.4;66.7;4.3;3.1;0.2
06;59;2023-07-10;138641;137463;115305;15548;10028;1496;148448.0;93.4;92.6;77.7;10.5;6.8;1.0
06;09;2023-07-10;1017;826;25;1;1;0;58490.0;1.7;1.4;0.0;0.0;0.0;0.0
06;64;2023-07-10;64232;63803;56383;18811;9752;3336;70195.0;91.5;90.9;80.3;26.8;13.9;4.8
06;69;2023-07-10;61087;60735;55207;23397;12676;4987;65595.0;93.1;92.6;84.2;35.7;19.3;7.6
06;74;2023-07-10;63159;62750;58235;28712;15775;6988;65718.0;96.1;95.5;88.6;43.7;24.0;10.6
06;79;2023-07-10;48077;47721;44269;24058;13260;6865;53436.0;90.0;89.3;82.8;45.0;24.8;12.8
06;80;2023-07-10;79074;77668;69017;38344;20851;12294;89873.0;88.0;86.4;76.8;42.7;23.2;13.7
07;04;2023-07-10;3;1;1;0;0;0;14801.0;0.0;0.0;0.0;0.0;0.0;0.0
07;11;2023-07-10;587;498;25;0;5;0;7859.0;7.5;6.3;0.3;0.0;0.1;0.0
07;17;2023-07-10;18325;17868;3650;61;168;1;23657.0;77.5;75.5;15.4;0.3;0.7;0.0
07;24;2023-07-10;20729;20426;14062;301;276;6;21405.0;96.8;95.4;65.7;1.4;1.3;0.0
07;29;2023-07-10;11640;11489;7457;202;151;7;13174.0;88.4;87.2;56.6;1.5;1.1;0.1
07;39;2023-07-10;28398;28015;18807;708;536;28;34069.0;83.4;82.2;55.2;2.1;1.6;0.1
07;49;2023-07-10;34245;33966;25931;1385;1060;66;40430.0;84.7;84.0;64.1;3.4;2.6;0.2
07;59;2023-07-10;41256;40999;35052;4674;3164;432;47257.0;87.3;86.8;74.2;9.9;6.7;0.9
07;09;2023-07-10;390;319;8;0;0;0;17526.0;2.2;1.8;0.0;0.0;0.0;0.0
07;64;2023-07-10;20888;20775;18710;6382;3561;1016;23810.0;87.7;87.3;78.6;26.8;15.0;4.3
07;69;2023-07-10;20732;20646;19158;8648;4958;1666;23026.0;90.0;89.7;83.2;37.6;21.5;7.2
07;74;2023-07-10;20470;20360;19137;9885;5660;2110;22721.0;90.1;89.6;84.2;43.5;24.9;9.3
07;79;2023-07-10;13542;13450;12668;7275;4133;1883;16035.0;84.5;83.9;79.0;45.4;25.8;11.7
07;80;2023-07-10;21961;21607;19429;11400;6327;3391;25095.0;87.5;86.1;77.4;45.4;25.2;13.5
08;04;2023-07-10;7;2;0;0;0;0;12791.0;0.1;0.0;0.0;0.0;0.0;0.0
08;11;2023-07-10;660;564;22;0;8;0;6372.0;10.4;8.9;0.3;0.0;0.1;0.0
08;17;2023-07-10;18075;17718;4447;100;143;4;19901.0;90.8;89.0;22.3;0.5;0.7;0.0
08;24;2023-07-10;19408;19142;14322;393;321;7;19553.0;99.0;97.9;73.2;2.0;1.6;0.0
08;29;2023-07-10;11689;11537;8323;301;237;11;12408.0;94.2;93.0;67.1;2.4;1.9;0.1
08;39;2023-07-10;26683;26374;20008;818;645;41;29822.0;89.5;88.4;67.1;2.7;2.2;0.1
08;49;2023-07-10;29314;29126;24255;1704;1305;98;32009.0;91.6;91.0;75.8;5.3;4.1;0.3
08;59;2023-07-10;34527;34361;30614;5204;3328;579;37068.0;93.1;92.7;82.6;14.0;9.0;1.6
08;09;2023-07-10;519;431;1;0;0;0;15003.0;3.5;2.9;0.0;0.0;0.0;0.0
08;64;2023-07-10;16930;16843;15560;6300;3229;1198;18611.0;91.0;90.5;83.6;33.9;17.3;6.4
08;69;2023-07-10;16397;16339;15405;7793;4158;1739;17663.0;92.8;92.5;87.2;44.1;23.5;9.8
08;74;2023-07-10;15399;15300;14500;8294;4463;2094;16560.0;93.0;92.4;87.6;50.1;27.0;12.6
08;79;2023-07-10;8510;8451;7935;4864;2589;1425;9988.0;85.2;84.6;79.4;48.7;25.9;14.3
08;80;2023-07-10;15344;15116;13456;8133;4430;2648;17536.0;87.5;86.2;76.7;46.4;25.3;15.1
09;04;2023-07-10;3;2;0;0;0;0;6168.0;0.0;0.0;0.0;0.0;0.0;0.0
09;11;2023-07-10;244;207;15;0;2;0;3350.0;7.3;6.2;0.4;0.0;0.1;0.0
09;17;2023-07-10;7826;7624;1637;23;53;0;10380.0;75.4;73.4;15.8;0.2;0.5;0.0
09;24;2023-07-10;9051;8910;6226;129;116;4;9665.0;93.6;92.2;64.4;1.3;1.2;0.0
09;29;2023-07-10;5311;5236;3550;97;84;2;6542.0;81.2;80.0;54.3;1.5;1.3;0.0
09;39;2023-07-10;12179;11979;8220;313;276;9;15575.0;78.2;76.9;52.8;2.0;1.8;0.1
09;49;2023-07-10;15306;15147;11831;624;490;24;18681.0;81.9;81.1;63.3;3.3;2.6;0.1
09;59;2023-07-10;18294;18165;15493;2165;1385;187;21499.0;85.1;84.5;72.1;10.1;6.4;0.9
09;09;2023-07-10;155;118;0;0;0;0;7591.0;2.0;1.6;0.0;0.0;0.0;0.0
09;64;2023-07-10;9936;9867;8833;3053;1627;477;11199.0;88.7;88.1;78.9;27.3;14.5;4.3
09;69;2023-07-10;10045;10005;9182;3942;2144;756;11317.0;88.8;88.4;81.1;34.8;18.9;6.7
09;74;2023-07-10;9622;9571;8922;4478;2399;972;10676.0;90.1;89.6;83.6;41.9;22.5;9.1
09;79;2023-07-10;6324;6276;5818;3134;1741;747;7444.0;85.0;84.3;78.2;42.1;23.4;10.0
09;80;2023-07-10;11086;10908;9515;5102;2821;1398;13039.0;85.0;83.7;73.0;39.1;21.6;10.7
10;04;2023-07-10;3;2;1;0;0;0;15878.0;0.0;0.0;0.0;0.0;0.0;0.0
10;11;2023-07-10;1010;826;27;1;11;0;8194.0;12.3;10.1;0.3;0.0;0.1;0.0
10;17;2023-07-10;19563;19234;4184;90;199;1;24669.0;79.3;78.0;17.0;0.4;0.8;0.0
10;24;2023-07-10;22165;21837;15904;372;327;7;25822.0;85.8;84.6;61.6;1.4;1.3;0.0
10;29;2023-07-10;13711;13526;9874;265;233;9;16121.0;85.1;83.9;61.2;1.6;1.4;0.1
10;39;2023-07-10;29811;29504;22074;767;618;34;35814.0;83.2;82.4;61.6;2.1;1.7;0.1
10;49;2023-07-10;33286;33062;27215;1576;1295;90;37238.0;89.4;88.8;73.1;4.2;3.5;0.2
10;59;2023-07-10;36465;36317;32354;4735;3145;475;40057.0;91.0;90.7;80.8;11.8;7.9;1.2
10;09;2023-07-10;798;643;5;0;0;0;18381.0;4.3;3.5;0.0;0.0;0.0;0.0
10;64;2023-07-10;17742;17665;16271;6299;3365;1111;19231.0;92.3;91.9;84.6;32.8;17.5;5.8
10;69;2023-07-10;17637;17555;16477;7958;4376;1577;18625.0;94.7;94.3;88.5;42.7;23.5;8.5
10;74;2023-07-10;17554;17489;16584;9111;5033;2030;18617.0;94.3;93.9;89.1;48.9;27.0;10.9
10;79;2023-07-10;10498;10445;9899;5900;3253;1562;12296.0;85.4;84.9;80.5;48.0;26.5;12.7
10;80;2023-07-10;18246;17992;16255;9817;5410;2869;20140.0;90.6;89.3;80.7;48.7;26.9;14.2
11;04;2023-07-10;5;3;2;1;0;0;16548.0;0.0;0.0;0.0;0.0;0.0;0.0
11;11;2023-07-10;550;451;20;0;5;0;8705.0;6.3;5.2;0.2;0.0;0.1;0.0
11;17;2023-07-10;20539;20036;4207;83;192;4;27054.0;75.9;74.1;15.6;0.3;0.7;0.0
11;24;2023-07-10;23287;22845;15718;354;287;10;25340.0;91.9;90.2;62.0;1.4;1.1;0.0
11;29;2023-07-10;13752;13447;8978;262;203;8;15742.0;87.4;85.4;57.0;1.7;1.3;0.1
11;39;2023-07-10;31528;31048;21473;817;613;34;38769.0;81.3;80.1;55.4;2.1;1.6;0.1
11;49;2023-07-10;39124;38722;30215;1750;1356;87;45141.0;86.7;85.8;66.9;3.9;3.0;0.2
11;59;2023-07-10;46824;46572;39970;5848;3928;564;52598.0;89.0;88.5;76.0;11.1;7.5;1.1
11;09;2023-07-10;384;315;3;0;0;0;19662.0;2.0;1.6;0.0;0.0;0.0;0.0
11;64;2023-07-10;23892;23757;21470;8041;4302;1495;26376.0;90.6;90.1;81.4;30.5;16.3;5.7
11;69;2023-07-10;24785;24668;22821;10655;5949;2284;27381.0;90.5;90.1;83.3;38.9;21.7;8.3
11;74;2023-07-10;25135;24993;23436;12616;6955;3004;27201.0;92.4;91.9;86.2;46.4;25.6;11.0
11;79;2023-07-10;16807;16669;15547;8859;5014;2436;19780.0;85.0;84.3;78.6;44.8;25.3;12.3
11;80;2023-07-10;25511;25084;22279;12724;7357;3947;29547.0;86.3;84.9;75.4;43.1;24.9;13.4
12;04;2023-07-10;7;1;0;0;0;0;11200.0;0.1;0.0;0.0;0.0;0.0;0.0
12;11;2023-07-10;411;312;11;0;0;0;6040.0;6.8;5.2;0.2;0.0;0.0;0.0
12;17;2023-07-10;15414;14966;2525;37;124;5;18889.0;81.6;79.2;13.4;0.2;0.7;0.0
12;24;2023-07-10;17693;17449;12060;210;204;3;18751.0;94.4;93.1;64.3;1.1;1.1;0.0
12;29;2023-07-10;10125;9975;6665;147;133;6;11862.0;85.4;84.1;56.2;1.2;1.1;0.1
12;39;2023-07-10;23368;23052;15996;447;398;17;28080.0;83.2;82.1;57.0;1.6;1.4;0.1
12;49;2023-07-10;28700;28443;22093;1003;836;53;32646.0;87.9;87.1;67.7;3.1;2.6;0.2
12;59;2023-07-10;34949;34774;30029;3503;2393;303;38878.0;89.9;89.4;77.2;9.0;6.2;0.8
12;09;2023-07-10;244;178;3;0;0;0;13532.0;1.8;1.3;0.0;0.0;0.0;0.0
12;64;2023-07-10;18085;18018;16415;4964;2798;705;20207.0;89.5;89.2;81.2;24.6;13.8;3.5
12;69;2023-07-10;18215;18150;17028;6797;3847;1070;20106.0;90.6;90.3;84.7;33.8;19.1;5.3
12;74;2023-07-10;18410;18323;17296;8218;4668;1447;20211.0;91.1;90.7;85.6;40.7;23.1;7.2
12;79;2023-07-10;12076;12001;11364;6093;3487;1282;13759.0;87.8;87.2;82.6;44.3;25.3;9.3
12;80;2023-07-10;23494;23149;20859;11614;6714;2997;26093.0;90.0;88.7;79.9;44.5;25.7;11.5
13;04;2023-07-10;73;35;2;0;0;0;112876.0;0.1;0.0;0.0;0.0;0.0;0.0
13;11;2023-07-10;2830;2379;186;10;39;3;50006.0;5.7;4.8;0.4;0.0;0.1;0.0
13;17;2023-07-10;93730;90630;19160;519;1076;10;147104.0;63.7;61.6;13.0;0.4;0.7;0.0
13;24;2023-07-10;137122;133812;86633;2412;2123;48;172224.0;79.6;77.7;50.3;1.4;1.2;0.0
13;29;2023-07-10;96548;94457;60308;2247;1667;55;113210.0;85.3;83.4;53.3;2.0;1.5;0.0
13;39;2023-07-10;212393;208405;137105;6226;4551;223;254760.0;83.4;81.8;53.8;2.4;1.8;0.1
13;49;2023-07-10;228907;226010;166702;10152;7548;478;258060.0;88.7;87.6;64.6;3.9;2.9;0.2
13;59;2023-07-10;244915;242708;199388;26552;17446;2439;268897.0;91.1;90.3;74.2;9.9;6.5;0.9
13;09;2023-07-10;2063;1664;62;1;5;1;123230.0;1.7;1.4;0.1;0.0;0.0;0.0
13;64;2023-07-10;110037;109248;95130;30735;16666;5326;123890.0;88.8;88.2;76.8;24.8;13.5;4.3
13;69;2023-07-10;101132;100493;90398;37387;21191;7666;114386.0;88.4;87.9;79.0;32.7;18.5;6.7
13;74;2023-07-10;98393;97740;89599;43059;24720;9975;110519.0;89.0;88.4;81.1;39.0;22.4;9.0
13;79;2023-07-10;71294;70736;64953;33436;18977;9071;83835.0;85.0;84.4;77.5;39.9;22.6;10.8
13;80;2023-07-10;109016;107097;93707;50350;28130;15424;129502.0;84.2;82.7;72.4;38.9;21.7;11.9
14;04;2023-07-10;10;3;0;0;0;0;32260.0;0.0;0.0;0.0;0.0;0.0;0.0
14;11;2023-07-10;2010;1718;69;0;19;0;16732.0;12.0;10.3;0.4;0.0;0.1;0.0
14;17;2023-07-10;48895;47916;11274;246;543;2;52185.0;93.7;91.8;21.6;0.5;1.0;0.0
14;24;2023-07-10;57152;56575;44010;1061;843;12;61813.0;92.5;91.5;71.2;1.7;1.4;0.0
14;29;2023-07-10;35558;35143;26955;1041;889;34;38816.0;91.6;90.5;69.4;2.7;2.3;0.1
14;39;2023-07-10;75265;74550;58379;2882;2415;99;77579.0;97.0;96.1;75.3;3.7;3.1;0.1
14;49;2023-07-10;81482;80977;68976;5028;4145;222;83736.0;97.3;96.7;82.4;6.0;5.0;0.3
14;59;2023-07-10;86178;85800;77798;13569;9391;1288;88492.0;97.4;97.0;87.9;15.3;10.6;1.5
14;09;2023-07-10;1708;1417;6;1;2;0;37106.0;4.6;3.8;0.0;0.0;0.0;0.0
14;64;2023-07-10;43009;42857;40045;17475;9674;3398;44630.0;96.4;96.0;89.7;39.2;21.7;7.6
14;69;2023-07-10;43419;43265;41132;22029;12673;4897;44962.0;96.6;96.2;91.5;49.0;28.2;10.9
14;74;2023-07-10;41437;41262;39439;23762;14120;6208;43260.0;95.8;95.4;91.2;54.9;32.6;14.4
14;79;2023-07-10;24291;24142;23081;14919;8983;4709;27495.0;88.3;87.8;83.9;54.3;32.7;17.1
14;80;2023-07-10;42609;41970;38245;24694;15049;9119;46244.0;92.1;90.8;82.7;53.4;32.5;19.7
15;04;2023-07-10;1;0;0;0;0;0;5330.0;0.0;0.0;0.0;0.0;0.0;0.0
15;11;2023-07-10;282;213;12;0;2;0;2779.0;10.1;7.7;0.4;0.0;0.1;0.0
15;17;2023-07-10;8396;8175;1685;24;54;1;9233.0;90.9;88.5;18.2;0.3;0.6;0.0
15;24;2023-07-10;9027;8947;6754;136;119;3;9067.0;99.0;98.7;74.5;1.5;1.3;0.0
15;29;2023-07-10;5315;5263;3892;83;78;1;5525.0;96.2;95.3;70.4;1.5;1.4;0.0
15;39;2023-07-10;12569;12474;9690;332;284;10;13816.0;91.0;90.3;70.1;2.4;2.1;0.1
15;49;2023-07-10;15528;15465;13012;715;591;39;16843.0;92.2;91.8;77.3;4.2;3.5;0.2
15;59;2023-07-10;19235;19163;17237;2385;1626;201;20752.0;92.7;92.3;83.1;11.5;7.8;1.0
15;09;2023-07-10;221;172;3;0;0;0;6418.0;3.4;2.7;0.0;0.0;0.0;0.0
15;64;2023-07-10;10422;10372;9604;3325;1762;499;11087.0;94.0;93.6;86.6;30.0;15.9;4.5
15;69;2023-07-10;10591;10539;9942;4224;2354;754;11159.0;94.9;94.4;89.1;37.9;21.1;6.8
15;74;2023-07-10;10010;9978;9472;4753;2586;857;10801.0;92.7;92.4;87.7;44.0;23.9;7.9
15;79;2023-07-10;6362;6321;5956;3307;1787;771;7246.0;87.8;87.2;82.2;45.6;24.7;10.6
15;80;2023-07-10;12070;11916;10579;5833;3241;1609;13224.0;91.3;90.1;80.0;44.1;24.5;12.2
16;04;2023-07-10;7;1;1;0;0;0;14677.0;0.0;0.0;0.0;0.0;0.0;0.0
16;11;2023-07-10;847;684;35;1;10;0;7787.0;10.9;8.8;0.4;0.0;0.1;0.0
16;17;2023-07-10;21342;20906;4808;112;207;2;23885.0;89.4;87.5;20.1;0.5;0.9;0.0
16;24;2023-07-10;23794;23460;17145;360;340;11;24396.0;97.5;96.2;70.3;1.5;1.4;0.0
16;29;2023-07-10;14774;14546;10572;355;306;11;16234.0;91.0;89.6;65.1;2.2;1.9;0.1
16;39;2023-07-10;32766;32373;24296;1002;874;49;36682.0;89.3;88.3;66.2;2.7;2.4;0.1
16;49;2023-07-10;37934;37667;31086;2145;1771;99;41506.0;91.4;90.8;74.9;5.2;4.3;0.2
16;59;2023-07-10;45606;45392;40813;7376;4924;769;48869.0;93.3;92.9;83.5;15.1;10.1;1.6
16;09;2023-07-10;725;595;3;0;0;0;17531.0;4.1;3.4;0.0;0.0;0.0;0.0
16;64;2023-07-10;23804;23706;22135;9910;5191;2012;25105.0;94.8;94.4;88.2;39.5;20.7;8.0
16;69;2023-07-10;23855;23764;22553;12091;6552;2886;25222.0;94.6;94.2;89.4;47.9;26.0;11.4
16;74;2023-07-10;22770;22648;21685;13070;7177;3550;23836.0;95.5;95.0;91.0;54.8;30.1;14.9
16;79;2023-07-10;14382;14292;13684;8752;4867;2628;16158.0;89.0;88.5;84.7;54.2;30.1;16.3
16;80;2023-07-10;25882;25514;23235;15063;9173;5505;28410.0;91.1;89.8;81.8;53.0;32.3;19.4
17;04;2023-07-10;17;1;0;0;0;0;25640.0;0.1;0.0;0.0;0.0;0.0;0.0
17;11;2023-07-10;1112;908;30;0;7;0;14298.0;7.8;6.4;0.2;0.0;0.0;0.0
17;17;2023-07-10;40200;39242;8380;167;432;4;44037.0;91.3;89.1;19.0;0.4;1.0;0.0
17;24;2023-07-10;45893;45267;32191;755;714;23;44674.0;99.0;99.0;72.1;1.7;1.6;0.1
17;29;2023-07-10;26420;26074;18319;611;543;25;26854.0;98.4;97.1;68.2;2.3;2.0;0.1
17;39;2023-07-10;61922;61189;44428;1934;1640;69;65296.0;94.8;93.7;68.0;3.0;2.5;0.1
17;49;2023-07-10;73400;72857;58824;4137;3488;199;78465.0;93.5;92.9;75.0;5.3;4.4;0.3
17;59;2023-07-10;84325;83879;74278;13396;9225;1450;88602.0;95.2;94.7;83.8;15.1;10.4;1.6
17;09;2023-07-10;768;596;5;0;0;0;31154.0;2.5;1.9;0.0;0.0;0.0;0.0
17;64;2023-07-10;46070;45877;42537;18850;10346;3900;46894.0;98.2;97.8;90.7;40.2;22.1;8.3
17;69;2023-07-10;50450;50268;47429;25876;14796;6381;50564.0;99.0;99.0;93.8;51.2;29.3;12.6
17;74;2023-07-10;50784;50562;48242;29581;17503;8426;51335.0;98.9;98.5;94.0;57.6;34.1;16.4
17;79;2023-07-10;31462;31271;29726;19554;11765;6591;35115.0;89.6;89.1;84.7;55.7;33.5;18.8
17;80;2023-07-10;50637;49954;45301;29791;18293;11195;56554.0;89.5;88.3;80.1;52.7;32.3;19.8
18;04;2023-07-10;3;2;0;0;0;0;13264.0;0.0;0.0;0.0;0.0;0.0;0.0
18;11;2023-07-10;723;603;28;0;4;0;6603.0;10.9;9.1;0.4;0.0;0.1;0.0
18;17;2023-07-10;18235;17861;4620;76;176;0;19896.0;91.7;89.8;23.2;0.4;0.9;0.0
18;24;2023-07-10;20140;19868;14810;296;263;7;20006.0;99.0;99.0;74.0;1.5;1.3;0.0
18;29;2023-07-10;11945;11800;8712;258;215;7;12968.0;92.1;91.0;67.2;2.0;1.7;0.1
18;39;2023-07-10;27413;27103;20613;820;666;28;31259.0;87.7;86.7;65.9;2.6;2.1;0.1
18;49;2023-07-10;31260;31039;25914;1724;1377;85;34104.0;91.7;91.0;76.0;5.1;4.0;0.2
18;59;2023-07-10;38564;38396;34482;5704;3680;574;41522.0;92.9;92.5;83.0;13.7;8.9;1.4
18;09;2023-07-10;534;401;4;0;0;0;15385.0;3.5;2.6;0.0;0.0;0.0;0.0
18;64;2023-07-10;19895;19827;18485;7870;3992;1508;21220.0;93.8;93.4;87.1;37.1;18.8;7.1
